ID,premium,risk_type,total_incurred_loss
4985,10.62,A,7.2
4986,607.92,A,426.36
4987,9.45,A,10.35
4988,738.48,A,527.68
4989,518.16,A,523.6
4990,11.4,A,9.7
4991,11.5,A,8.6
4992,14.0,A,7.9
4993,13.6,A,12.7
4994,12.9,A,8.2
4995,648.72,A,437.92
4996,645.32,A,417.52
4997,13.2,A,10.1
4998,14.1,A,9.8
4999,11.25,A,7.38
5000,11.6,A,11.5
5001,548.76,A,454.24
5002,16.9,A,9.9
5003,558.96,A,472.6
5004,13.6,A,11.7
5005,605.2,A,403.92
5006,12.1,A,9.5
5007,13.9,A,10.1
5008,581.4,A,476.68
5009,14.5,A,9.4
5010,9.0,A,8.46
5011,532.44,A,637.16
5012,535.84,A,599.76
5013,10.8,A,9.27
5014,10.53,A,9.45
5015,11.16,A,7.2
5016,14.1,A,8.6
5017,9.45,A,8.01
5018,13.2,A,8.9
5019,10.26,A,7.56
5020,13.5,A,12.1
5021,581.4,A,542.64
5022,594.32,A,516.12
5023,11.97,A,5.76
5024,10.6,A,10.3
5025,10.44,A,7.83
5026,9.72,A,8.01
5027,12.5,A,10.6
5028,9.54,A,8.01
5029,12.7,A,13.0
5030,11.07,A,8.73
5031,12.06,A,7.56
5032,13.4,A,10.4
5033,13.14,A,5.94
5034,11.16,A,7.11
5035,9.54,A,8.64
5036,606.56,A,323.68
5037,13.5,A,9.6
5038,582.08,A,395.76
5039,14.5,A,10.4
5040,13.4,A,11.0
5041,14.6,A,11.3
5042,463.76,A,391.0
5043,12.3,A,12.0
5044,10.53,A,8.73
5045,14.6,A,10.0
5046,12.5,A,11.3
5047,10.89,A,8.55
5048,11.4,A,10.9
5049,14.0,A,10.6
5050,12.7,A,9.0
5051,11.3,A,10.3
5052,559.64,A,419.56
5053,582.76,A,488.92
5054,13.6,A,8.3
5055,10.8,A,7.02
5056,11.4,A,9.9
5057,9.72,A,7.56
5058,12.8,A,10.1
5059,12.0,A,14.1
5060,11.4,A,7.4
5061,11.1,A,10.0
5062,13.4,A,10.0
5063,9.36,A,6.39
5064,11.6,A,10.1
5065,569.84,A,512.72
5066,13.9,A,10.7
5067,10.89,A,9.9
5068,13.0,A,9.8
5069,13.8,A,8.2
5070,10.9,A,8.5
5071,637.84,A,457.64
5072,9.72,A,7.38
5073,564.4,A,384.2
5074,588.88,A,437.92
5075,11.2,A,10.5
5076,13.5,A,9.5
5077,9.81,A,9.18
5078,12.4,A,9.5
5079,637.16,A,500.48
5080,10.08,A,8.37
5081,13.5,A,7.83
5082,9.72,A,6.57
5083,11.4,A,12.6
5084,610.64,A,524.28
5085,12.0,A,8.7
5086,661.64,A,391.0
5087,10.8,A,9.81
5088,8.91,A,8.46
5089,11.2,A,10.2
5090,11.43,A,6.39
5091,11.4,A,10.7
5092,544.0,A,413.44
5093,14.7,A,11.8
5094,580.72,A,435.88
5095,628.32,A,424.32
5096,10.44,A,7.38
5097,10.1,A,8.9
5098,11.7,A,11.9
5099,13.3,A,10.6
5100,522.92,A,515.44
5101,10.35,A,8.73
5102,12.6,A,9.3
5103,598.4,A,401.88
5104,10.08,A,6.66
5105,533.8,A,539.24
5106,13.7,A,8.4
5107,13.7,A,6.9
5108,14.1,A,10.1
5109,14.1,A,11.2
5110,11.79,A,9.81
5111,595.68,A,496.4
5112,12.8,A,12.2
5113,10.71,A,7.92
5114,14.7,A,11.2
5115,637.16,A,466.48
5116,11.88,A,7.11
5117,12.2,A,8.5
5118,13.6,A,10.8
5119,13.0,A,10.7
5120,13.9,A,8.9
5121,8.73,A,7.92
5122,13.5,A,10.4
5123,12.8,A,9.7
5124,676.6,A,414.8
5125,12.2,A,10.1
5126,11.16,A,8.1
5127,570.52,A,453.56
5128,11.5,A,12.0
5129,12.5,A,10.0
5130,16.1,A,11.8
5131,631.72,A,460.36
5132,11.7,A,8.2
5133,603.84,A,461.04
5134,14.0,A,9.0
5135,10.89,A,8.37
5136,15.2,A,8.9
5137,11.52,A,8.91
5138,12.3,A,9.2
5139,14.3,A,7.9
5140,572.56,A,367.2
5141,13.3,A,11.1
5142,15.3,A,10.5
5143,12.5,A,7.1
5144,691.56,A,475.32
5145,581.4,A,418.88
5146,11.0,A,10.8
5147,640.56,A,410.72
5148,493.68,A,584.8
5149,12.7,A,9.5
5150,9.36,A,5.94
5151,680.0,A,497.08
5152,13.5,A,7.8
5153,9.99,A,9.0
5154,12.7,A,10.5
5155,12.7,A,11.0
5156,14.4,A,9.0
5157,12.1,A,7.6
5158,11.4,A,8.6
5159,10.62,A,6.21
5160,12.4,A,12.6
5161,14.6,A,8.1
5162,592.96,A,435.2
5163,10.98,A,11.07
5164,618.12,A,473.28
5165,10.71,A,8.1
5166,565.76,A,428.4
5167,13.9,A,9.9
5168,617.44,A,406.64
5169,10.44,A,8.37
5170,11.79,A,8.01
5171,12.0,A,9.6
5172,13.4,A,11.2
5173,8.46,A,7.47
5174,13.7,A,11.3
5175,544.0,A,620.16
5176,8.28,A,7.11
5177,14.2,A,9.3
5178,14.7,A,12.3
5179,12.5,A,8.5
5180,14.7,A,10.4
5181,11.52,A,8.28
5182,605.2,A,523.6
5183,15.2,A,9.7
5184,12.06,A,10.08
5185,14.7,A,8.9
5186,12.1,A,11.8
5187,10.53,A,11.52
5188,13.8,A,9.9
5189,12.9,A,12.5
5190,11.61,A,8.82
5191,10.6,A,11.6
5192,14.9,A,13.3
5193,606.56,A,398.48
5194,9.81,A,7.92
5195,535.16,A,510.0
5196,10.26,A,6.39
5197,14.6,A,12.4
5198,616.08,A,401.2
5199,636.48,A,430.44
5200,12.1,A,11.8
5201,520.88,A,519.52
5202,13.8,A,11.2
5203,557.6,A,535.16
5204,11.0,A,10.9
5205,11.4,A,7.6
5206,10.89,A,7.02
5207,567.12,A,383.52
5208,11.8,A,9.4
5209,616.76,A,537.2
5210,575.96,A,581.4
5211,8.37,A,8.1
5212,10.26,A,9.9
5213,11.2,A,10.4
5214,12.15,A,6.93
5215,658.92,A,482.8
5216,12.5,A,10.2
5217,13.5,A,11.3
5218,13.14,A,7.92
5219,12.0,A,8.8
5220,616.76,A,524.28
5221,14.1,A,7.2
5222,10.9,A,8.5
5223,15.0,A,8.1
5224,570.52,A,475.32
5225,13.2,A,11.5
5226,11.43,A,7.92
5227,11.25,A,7.56
5228,8.37,A,9.63
5229,10.17,A,8.73
5230,10.53,A,6.03
5231,10.89,A,8.46
5232,604.52,A,527.68
5233,13.0,A,9.1
5234,11.79,A,8.64
5235,10.8,A,8.37
5236,9.36,A,7.56
5237,12.7,A,10.2
5238,12.8,A,8.3
5239,14.3,A,12.1
5240,11.34,A,9.54
5241,10.98,A,6.84
5242,11.6,A,10.6
5243,12.4,A,9.4
5244,13.3,A,10.6
5245,12.6,A,10.3
5246,13.4,A,8.7
5247,572.56,A,520.2
5248,644.64,A,488.24
5249,646.68,A,540.6
5250,618.8,A,523.6
5251,9.0,A,8.73
5252,13.9,A,10.1
5253,8.73,A,7.83
5254,13.2,A,7.4
5255,541.28,A,348.84
5256,12.9,A,9.0
5257,10.26,A,9.18
5258,12.2,A,9.9
5259,15.0,A,11.2
5260,10.26,A,6.57
5261,623.56,A,469.2
5262,10.98,A,8.46
5263,12.78,A,7.11
5264,10.98,A,10.08
5265,14.7,A,9.3
5266,654.16,A,455.6
5267,9.36,A,8.55
5268,14.5,A,10.4
5269,12.0,A,12.0
5270,13.2,A,8.2
5271,13.4,A,9.8
5272,691.56,A,497.08
5273,11.43,A,7.02
5274,13.5,A,7.8
5275,15.8,A,8.4
5276,13.3,A,10.6
5277,12.06,A,10.08
5278,653.48,A,419.56
5279,10.53,A,6.75
5280,9.9,A,10.1
5281,14.8,A,11.0
5282,9.72,A,6.84
5283,11.7,A,6.93
5284,9.18,A,6.84
5285,675.92,A,444.72
5286,13.3,A,10.2
5287,9.99,A,9.54
5288,648.04,A,450.84
5289,13.6,A,12.1
5290,10.62,A,8.01
5291,548.76,A,407.32
5292,612.0,A,467.84
5293,10.8,A,10.3
5294,11.34,A,8.19
5295,11.8,A,11.4
5296,580.04,A,518.16
5297,12.5,A,9.7
5298,9.99,A,7.29
5299,12.5,A,9.8
5300,11.34,A,9.9
5301,14.3,A,9.0
5302,10.8,A,10.17
5303,13.4,A,10.7
5304,13.0,A,10.2
5305,15.6,A,9.2
5306,12.5,A,10.5
5307,11.3,A,9.9
5308,11.7,A,10.4
5309,633.08,A,367.2
5310,630.36,A,506.6
5311,637.84,A,493.68
5312,11.2,A,10.1
5313,12.0,A,9.4
5314,13.2,A,9.5
5315,12.5,A,9.6
5316,518.84,A,412.76
5317,13.4,A,7.1
5318,12.5,A,13.3
5319,14.2,A,12.5
5320,14.0,A,10.3
5321,13.7,A,8.7
5322,12.9,A,7.5
5323,575.28,A,425.0
5324,10.71,A,8.1
5325,12.9,A,10.6
5326,508.64,A,466.48
5327,15.5,A,9.3
5328,12.7,A,9.3
5329,14.2,A,10.5
5330,519.52,A,427.04
5331,13.4,A,7.1
5332,11.7,A,8.28
5333,13.9,A,12.4
5334,12.7,A,10.0
5335,13.5,A,10.4
5336,10.08,A,10.17
5337,13.0,A,11.4
5338,12.7,A,11.2
5339,9.9,A,9.09
5340,14.0,A,8.6
5341,11.88,A,7.47
5342,620.84,A,522.24
5343,531.08,A,413.44
5344,638.52,A,426.36
5345,12.8,A,8.2
5346,8.91,A,7.02
5347,11.8,A,11.6
5348,15.1,A,8.9
5349,14.5,A,7.1
5350,13.7,A,9.1
5351,13.05,A,7.92
5352,569.84,A,340.68
5353,516.8,A,554.2
5354,15.2,A,9.1
5355,9.36,A,8.19
5356,10.44,A,8.28
5357,13.6,A,7.2
5358,13.3,A,7.8
5359,14.0,A,8.9
5360,15.1,A,11.8
5361,711.96,A,597.72
5362,9.99,A,7.56
5363,629.0,A,532.44
5364,12.3,A,9.5
5365,613.36,A,492.32
5366,618.12,A,496.4
5367,12.15,A,6.3
5368,9.99,A,7.47
5369,12.8,A,10.3
5370,10.71,A,10.53
5371,12.2,A,9.3
5372,638.52,A,525.64
5373,10.26,A,6.84
5374,699.72,A,395.08
5375,10.44,A,9.36
5376,10.2,A,12.4
5377,572.56,A,379.44
5378,10.62,A,8.91
5379,14.2,A,9.9
5380,607.24,A,375.36
5381,13.7,A,9.6
5382,535.16,A,578.0
5383,11.43,A,10.17
5384,606.56,A,410.72
5385,10.8,A,9.09
5386,614.04,A,481.44
5387,613.36,A,394.4
5388,11.88,A,7.38
5389,541.96,A,500.48
5390,10.7,A,9.0
5391,13.2,A,10.2
5392,10.08,A,8.19
5393,14.8,A,11.4
5394,12.6,A,10.9
5395,552.84,A,375.36
5396,12.0,A,10.6
5397,685.44,A,446.76
5398,13.3,A,10.1
5399,11.8,A,8.4
5400,12.9,A,9.9
5401,9.81,A,11.52
5402,9.0,A,10.89
5403,575.28,A,476.68
5404,13.0,A,9.9
5405,13.2,A,10.5
5406,512.72,A,405.28
5407,624.24,A,530.4
5408,10.1,A,10.1
5409,13.7,A,10.4
5410,13.6,A,9.3
5411,14.6,A,12.2
5412,12.1,A,9.5
5413,692.24,A,401.88
5414,13.8,A,10.7
5415,11.2,A,9.4
5416,11.7,A,8.64
5417,9.7,A,9.7
5418,488.24,A,534.48
5419,569.84,A,340.68
5420,11.5,A,9.2
5421,570.52,A,508.64
5422,13.8,A,10.7
5423,668.44,A,502.52
5424,11.16,A,10.26
5425,11.7,A,10.9
5426,11.52,A,6.03
5427,694.96,A,546.72
5428,597.72,A,418.88
5429,10.26,A,6.66
5430,14.7,A,10.2
5431,9.54,A,9.36
5432,418.2,A,402.56
5433,9.63,A,7.11
5434,9.45,A,6.39
5435,14.5,A,9.5
5436,8.46,A,11.16
5437,631.04,A,562.36
5438,614.72,A,364.48
5439,654.84,A,389.64
5440,646.0,A,371.96
5441,11.8,A,11.3
5442,658.24,A,331.84
5443,13.1,A,9.5
5444,12.9,A,11.3
5445,11.2,A,12.7
5446,12.78,A,7.11
5447,10.62,A,8.1
5448,470.56,A,403.24
5449,9.72,A,9.18
5450,13.4,A,9.0
5451,13.4,A,9.1
5452,11.07,A,6.3
5453,12.9,A,9.7
5454,465.12,A,483.48
5455,501.16,A,407.32
5456,10.4,A,7.7
5457,12.6,A,8.7
5458,9.9,A,7.74
5459,722.16,A,498.44
5460,16.6,A,11.3
5461,11.2,A,10.8
5462,11.5,A,7.9
5463,543.32,A,433.84
5464,13.2,A,10.9
5465,575.96,A,490.96
5466,13.2,A,10.7
5467,15.4,A,8.3
5468,573.92,A,450.16
5469,12.5,A,10.4
5470,668.44,A,373.32
5471,13.6,A,9.2
5472,12.9,A,10.5
5473,614.04,A,502.52
5474,10.8,A,8.1
5475,624.92,A,370.6
5476,14.0,A,10.9
5477,580.72,A,340.68
5478,14.2,A,11.8
5479,12.2,A,10.2
5480,9.63,A,8.91
5481,590.24,A,433.84
5482,10.62,A,7.11
5483,12.3,A,10.9
5484,14.3,A,6.3
5485,488.92,A,451.52
5486,524.96,A,509.32
5487,610.64,A,443.36
5488,650.08,A,354.96
5489,12.8,A,12.6
5490,595.68,A,412.76
5491,11.16,A,8.37
5492,10.62,A,8.37
5493,12.0,A,8.9
5494,655.52,A,499.12
5495,13.9,A,9.6
5496,11.7,A,10.2
5497,13.9,A,11.3
5498,13.0,A,11.5
5499,14.9,A,9.0
5500,9.27,A,7.74
5501,11.8,A,11.4
5502,8.55,A,9.36
5503,11.9,A,10.6
5504,14.0,A,11.2
5505,10.71,A,8.28
5506,14.3,A,10.2
5507,12.7,A,12.2
5508,14.0,A,9.3
5509,12.3,A,10.5
5510,13.6,A,11.1
5511,13.8,A,8.5
5512,10.89,A,8.28
5513,12.8,A,9.3
5514,13.5,A,9.9
5515,11.88,A,6.03
5516,14.3,A,11.1
5517,12.5,A,7.8
5518,11.9,A,8.8
5519,11.7,A,11.1
5520,13.1,A,11.7
5521,14.5,A,12.0
5522,14.1,A,11.7
5523,10.5,A,10.6
5524,14.2,A,9.9
5525,14.9,A,9.1
5526,10.1,A,10.6
5527,12.33,A,9.9
5528,12.9,A,10.0
5529,9.63,A,10.35
5530,12.1,A,10.4
5531,12.6,A,7.29
5532,12.3,A,10.0
5533,12.5,A,12.3
5534,8.64,A,9.18
5535,627.64,A,355.64
5536,15.2,A,9.2
5537,578.68,A,279.48
5538,11.6,A,10.7
5539,9.18,A,8.19
5540,9.9,A,8.82
5541,14.2,A,13.0
5542,13.9,A,11.7
5543,12.4,A,12.5
5544,14.1,A,8.1
5545,13.1,A,10.7
5546,11.4,A,10.6
5547,14.4,A,9.0
5548,13.2,A,11.6
5549,12.3,A,11.5
5550,12.6,A,11.2
5551,569.16,A,418.2
5552,11.52,A,10.17
5553,11.34,A,7.74
5554,11.25,A,7.47
5555,597.72,A,365.16
5556,12.9,A,12.7
5557,14.8,A,9.2
5558,11.16,A,7.83
5559,609.96,A,516.8
5560,10.26,A,6.66
5561,10.53,A,7.92
5562,13.7,A,10.6
5563,13.1,A,8.9
5564,13.4,A,10.6
5565,597.72,A,537.88
5566,12.9,A,11.6
5567,12.0,A,10.0
5568,11.07,A,10.35
5569,10.8,A,8.1
5570,595.0,A,416.84
5571,11.43,A,9.81
5572,13.9,A,9.0
5573,11.5,A,10.6
5574,10.98,A,12.24
5575,14.0,A,7.9
5576,542.64,A,454.24
5577,12.6,A,11.0
5578,10.35,A,8.37
5579,12.0,A,10.7
5580,14.0,A,8.6
5581,13.1,A,7.5
5582,682.04,A,466.48
5583,661.64,A,384.88
5584,14.5,A,11.0
5585,648.72,A,382.16
5586,14.1,A,8.3
5587,14.8,A,8.9
5588,10.62,A,7.56
5589,14.3,A,7.9
5590,11.9,A,10.4
5591,11.6,A,9.6
5592,13.2,A,12.3
5593,12.8,A,10.1
5594,582.76,A,321.64
5595,11.07,A,10.17
5596,11.5,A,11.7
5597,571.88,A,410.72
5598,10.26,A,8.1
5599,10.26,A,7.83
5600,11.9,A,10.5
5601,11.52,A,8.37
5602,14.3,A,8.5
5603,12.2,A,9.1
5604,9.72,A,8.37
5605,9.72,A,5.85
5606,11.16,A,7.02
5607,10.98,A,8.64
5608,12.3,A,8.5
5609,11.3,A,11.4
5610,578.0,A,471.92
5611,423.64,A,516.12
5612,673.2,A,390.32
5613,13.4,A,8.0
5614,9.54,A,8.19
5615,637.84,A,562.36
5616,11.0,A,10.1
5617,8.91,A,6.93
5618,12.6,A,12.6
5619,9.72,A,7.92
5620,561.68,A,446.08
5621,14.9,A,7.8
5622,10.71,A,8.55
5623,14.9,A,9.6
5624,12.4,A,9.5
5625,9.72,A,7.92
5626,466.48,A,545.36
5627,13.8,A,9.5
5628,579.36,A,507.96
5629,600.44,A,378.08
5630,14.1,A,11.1
5631,12.9,A,8.8
5632,550.12,A,612.68
5633,11.43,A,8.46
5634,11.6,A,10.0
5635,558.96,A,391.0
5636,14.0,A,11.1
5637,11.0,A,14.1
5638,13.1,A,10.4
5639,11.5,A,11.8
5640,627.64,A,510.68
5641,13.2,A,13.2
5642,12.3,A,9.7
5643,540.6,A,466.48
5644,13.0,A,10.7
5645,633.76,A,402.56
5646,14.3,A,12.8
5647,598.4,A,535.84
5648,12.7,A,9.6
5649,14.6,A,7.4
5650,728.28,A,573.24
5651,13.2,A,10.0
5652,503.2,A,398.48
5653,13.2,A,9.8
5654,12.4,A,9.7
5655,10.62,A,8.37
5656,13.8,A,12.1
5657,12.1,A,9.8
5658,646.0,A,645.32
5659,9.36,A,7.47
5660,631.04,A,442.0
5661,12.7,A,10.6
5662,9.9,A,7.92
5663,590.24,A,337.96
5664,13.3,A,8.1
5665,599.76,A,441.32
5666,13.0,A,11.8
5667,15.4,A,11.2
5668,11.9,A,9.4
5669,13.4,A,10.3
5670,11.4,A,8.1
5671,616.08,A,411.4
5672,633.76,A,428.4
5673,9.54,A,9.45
5674,13.5,A,13.1
5675,544.0,A,433.84
5676,10.53,A,7.83
5677,10.08,A,10.17
5678,13.1,A,10.6
5679,15.0,A,9.3
5680,11.43,A,7.83
5681,12.4,A,10.5
5682,9.63,A,7.74
5683,11.16,A,6.93
5684,556.92,A,517.48
5685,14.7,A,8.3
5686,10.71,A,6.3
5687,9.8,A,6.7
5688,11.3,A,10.8
5689,629.0,A,447.44
5690,570.52,A,412.76
5691,12.8,A,9.8
5692,12.4,A,10.8
5693,8.73,A,7.02
5694,565.76,A,425.0
5695,11.88,A,7.47
5696,12.3,A,12.1
5697,10.35,A,8.19
5698,14.4,A,9.2
5699,12.6,A,11.1
5700,517.48,A,452.88
5701,12.9,A,10.5
5702,13.0,A,9.6
5703,12.6,A,9.0
5704,9.09,A,7.65
5705,12.3,A,9.3
5706,14.4,A,10.5
5707,16.1,A,11.9
5708,684.76,A,479.4
5709,11.16,A,8.55
5710,11.2,A,10.1
5711,11.6,A,10.4
5712,10.62,A,8.37
5713,650.76,A,429.08
5714,14.8,A,9.7
5715,12.42,A,7.2
5716,635.12,A,612.0
5717,11.16,A,7.38
5718,12.9,A,8.2
5719,9.63,A,8.91
5720,602.48,A,427.04
5721,9.0,A,6.93
5722,648.72,A,486.2
5723,12.5,A,9.4
5724,12.06,A,8.82
5725,607.24,A,367.2
5726,594.32,A,448.8
5727,12.8,A,10.8
5728,613.36,A,485.52
5729,13.6,A,10.2
5730,684.76,A,413.44
5731,494.36,A,533.8
5732,611.32,A,442.0
5733,11.61,A,8.73
5734,10.0,A,13.3
5735,582.76,A,425.0
5736,615.4,A,558.28
5737,9.99,A,8.82
5738,528.36,A,463.76
5739,11.3,A,11.6
5740,9.72,A,8.01
5741,11.25,A,8.64
5742,13.0,A,10.4
5743,7.29,A,8.55
5744,14.4,A,11.1
5745,8.73,A,6.21
5746,14.0,A,11.6
5747,10.53,A,8.73
5748,667.76,A,461.04
5749,624.24,A,499.12
5750,10.08,A,8.19
5751,632.4,A,503.2
5752,13.2,A,7.9
5753,10.44,A,6.39
5754,11.61,A,9.0
5755,10.26,A,9.54
5756,686.8,A,363.12
5757,541.96,A,426.36
5758,13.5,A,8.6
5759,10.08,A,9.18
5760,10.35,A,8.82
5761,646.0,A,477.36
5762,595.0,A,511.36
5763,10.7,A,11.4
5764,614.72,A,477.36
5765,14.2,A,12.8
5766,14.5,A,12.0
5767,13.8,A,10.1
5768,13.1,A,10.9
5769,13.5,A,12.2
5770,10.6,A,10.5
5771,12.33,A,7.38
5772,11.16,A,9.27
5773,11.9,A,10.8
5774,12.3,A,11.2
5775,569.16,A,541.28
5776,13.8,A,10.0
5777,9.45,A,9.99
5778,10.98,A,7.65
5779,11.52,A,8.91
5780,9.45,A,9.45
5781,599.08,A,428.4
5782,12.8,A,12.0
5783,699.04,A,460.36
5784,11.9,A,10.6
5785,13.4,A,9.2
5786,14.9,A,10.2
5787,10.44,A,8.64
5788,13.0,A,10.7
5789,9.81,A,7.2
5790,12.6,A,9.5
5791,12.7,A,10.1
5792,13.2,A,10.6
5793,13.4,A,9.1
5794,10.44,A,9.54
5795,11.7,A,9.9
5796,14.3,A,11.8
5797,612.68,A,469.2
5798,12.9,A,8.9
5799,11.52,A,7.11
5800,9.81,A,6.75
5801,13.5,A,12.0
5802,11.8,A,8.1
5803,10.89,A,8.28
5804,12.7,A,10.9
5805,592.28,A,376.72
5806,11.43,A,8.82
5807,13.9,A,9.0
5808,12.1,A,9.0
5809,10.08,A,9.09
5810,9.72,A,10.17
5811,531.08,A,530.4
5812,13.0,A,10.1
5813,9.36,A,5.58
5814,15.0,A,9.4
5815,12.2,A,8.6
5816,484.16,A,459.68
5817,633.76,A,454.24
5818,612.68,A,464.44
5819,10.26,A,8.91
5820,583.44,A,346.8
5821,504.56,A,429.76
5822,10.26,A,6.93
5823,13.6,A,9.8
5824,11.7,A,10.0
5825,13.1,A,10.5
5826,602.48,A,535.16
5827,12.2,A,9.0
5828,427.04,A,487.56
5829,666.4,A,506.6
5830,11.16,A,8.28
5831,13.2,A,11.3
5832,587.52,A,436.56
5833,703.8,A,561.0
5834,10.35,A,6.75
5835,10.71,A,9.27
5836,13.1,A,10.1
5837,10.35,A,6.93
5838,12.6,A,11.5
5839,624.92,A,454.24
5840,14.5,A,10.8
5841,14.7,A,8.7
5842,13.6,A,9.5
5843,587.52,A,623.56
5844,13.2,A,11.0
5845,11.8,A,8.0
5846,12.6,A,9.8
5847,623.56,A,335.24
5848,14.3,A,9.5
5849,587.52,A,537.88
5850,12.9,A,10.8
5851,550.8,A,486.2
5852,649.4,A,493.68
5853,11.16,A,10.44
5854,627.64,A,446.08
5855,12.0,A,10.1
5856,11.6,A,11.2
5857,11.4,A,9.2
5858,13.1,A,12.0
5859,12.9,A,10.5
5860,745.96,A,426.36
5861,12.42,A,7.02
5862,9.72,A,7.83
5863,11.3,A,7.9
5864,14.4,A,9.7
5865,12.5,A,7.8
5866,13.4,A,8.8
5867,14.6,A,10.3
5868,13.4,A,11.1
5869,539.24,A,588.2
5870,448.12,A,458.32
5871,11.0,A,9.2
5872,14.0,A,10.7
5873,12.0,A,9.8
5874,12.0,A,11.4
5875,13.6,A,9.7
5876,13.8,A,8.7
5877,12.1,A,11.1
5878,585.48,A,433.84
5879,552.16,A,446.08
5880,14.1,A,10.6
5881,12.6,A,8.0
5882,612.68,A,482.8
5883,13.0,A,10.4
5884,13.1,A,15.4
5885,612.0,A,565.76
5886,10.53,A,8.55
5887,13.5,A,10.4
5888,673.88,A,433.16
5889,12.4,A,10.3
5890,11.6,A,10.0
5891,735.08,A,528.36
5892,13.0,A,10.8
5893,624.24,A,463.08
5894,11.34,A,6.75
5895,13.1,A,11.1
5896,12.5,A,11.4
5897,12.6,A,9.9
5898,12.1,A,11.7
5899,13.1,A,10.9
5900,14.1,A,8.6
5901,642.6,A,496.4
5902,529.04,A,628.32
5903,11.6,A,8.9
5904,12.4,A,9.3
5905,10.9,A,8.8
5906,13.3,A,10.5
5907,577.32,A,360.4
5908,12.1,A,7.3
5909,622.88,A,500.48
5910,14.0,A,9.4
5911,12.2,A,8.6
5912,13.7,A,10.7
5913,12.3,A,10.8
5914,12.6,A,9.5
5915,14.5,A,8.8
5916,14.0,A,11.0
5917,12.69,A,6.3
5918,690.2,A,355.64
5919,14.7,A,11.7
5920,489.6,A,541.28
5921,13.5,A,10.0
5922,626.28,A,444.04
5923,14.2,A,6.9
5924,13.2,A,9.2
5925,13.0,A,10.7
5926,12.06,A,6.57
5927,9.9,A,7.92
5928,613.36,A,488.92
5929,12.33,A,9.45
5930,601.8,A,602.48
5931,563.04,A,473.96
5932,11.79,A,7.2
5933,14.5,A,10.9
5934,520.88,A,427.72
5935,13.3,A,10.4
5936,13.3,A,9.2
5937,9.81,A,9.27
5938,14.0,A,10.2
5939,12.5,A,9.8
5940,10.6,A,11.2
5941,649.4,A,450.16
5942,10.89,A,7.83
5943,13.6,A,7.2
5944,10.17,A,6.93
5945,12.1,A,10.1
5946,656.88,A,446.76
5947,10.53,A,7.38
5948,592.28,A,378.08
5949,675.92,A,500.48
5950,12.4,A,6.9
5951,13.8,A,7.4
5952,615.4,A,418.2
5953,12.2,A,8.8
5954,12.9,A,11.0
5955,13.4,A,9.9
5956,510.68,A,611.32
5957,11.5,A,10.3
5958,514.08,A,422.96
5959,11.6,A,9.4
5960,14.0,A,11.3
5961,9.99,A,9.09
5962,13.4,A,9.0
5963,9.54,A,8.1
5964,12.0,A,10.0
5965,15.0,A,12.2
5966,9.63,A,7.29
5967,13.9,A,13.0
5968,641.92,A,570.52
5969,590.92,A,537.2
5970,13.4,A,10.7
5971,12.0,A,10.2
5972,520.88,A,561.0
5973,10.62,A,8.73
5974,497.08,A,517.48
5975,10.62,A,8.01
5976,13.0,A,9.1
5977,11.3,A,9.7
5978,13.1,A,9.1
5979,653.48,A,445.4
5980,12.1,A,9.1
5981,13.4,A,10.1
5982,13.2,A,9.8
5983,12.1,A,9.1
5984,645.32,A,527.68
5985,7.65,A,8.55
5986,11.6,A,12.4
5987,760.24,A,575.28
5988,15.5,A,10.5
5989,10.9,A,8.7
5990,13.4,A,12.1
5991,11.2,A,9.2
5992,12.5,A,11.9
5993,10.26,A,8.82
5994,9.27,A,8.64
5995,588.2,A,483.48
5996,693.6,A,415.48
5997,10.08,A,8.73
5998,13.1,A,8.8
5999,512.04,A,546.72
6000,9.99,A,6.75
6001,13.4,A,12.2
6002,9.99,A,8.37
6003,13.4,A,8.2
6004,711.28,A,449.48
6005,13.7,A,8.2
6006,14.7,A,9.9
6007,577.32,A,505.92
6008,11.3,A,8.1
6009,565.08,A,435.2
6010,11.9,A,11.3
6011,15.8,A,12.2
6012,12.3,A,10.7
6013,12.8,A,9.7
6014,660.96,A,490.96
6015,582.08,A,375.36
6016,529.04,A,572.56
6017,13.7,A,7.2
6018,13.0,A,10.9
6019,10.53,A,9.45
6020,12.1,A,9.8
6021,17.2,A,10.2
6022,613.36,A,558.96
6023,14.6,A,10.7
6024,9.63,A,8.64
6025,13.1,A,12.0
6026,482.12,A,438.6
6027,12.3,A,8.3
6028,697.68,A,410.04
6029,503.88,A,491.64
6030,520.88,A,391.68
6031,697.0,A,377.4
6032,13.4,A,9.3
6033,12.8,A,8.0
6034,574.6,A,382.84
6035,12.1,A,12.0
6036,648.04,A,437.24
6037,663.0,A,471.92
6038,10.71,A,6.93
6039,11.7,A,8.0
6040,13.4,A,6.9
6041,9.54,A,10.8
6042,13.7,A,10.3
6043,9.36,A,9.81
6044,12.3,A,8.8
6045,13.3,A,10.7
6046,12.5,A,10.5
6047,9.54,A,7.29
6048,714.68,A,369.24
6049,560.32,A,452.2
6050,12.6,A,9.7
6051,13.8,A,9.6
6052,533.12,A,569.84
6053,556.24,A,504.56
6054,13.8,A,10.8
6055,10.8,A,8.46
6056,11.16,A,8.28
6057,546.04,A,431.8
6058,14.9,A,7.5
6059,12.3,A,10.1
