ID,premium,risk_type,currency
5768,13.1,A,USD
5769,13.5,A,USD
5770,10.6,A,USD
5771,13.7,A,EUR
5772,12.4,A,EUR
5773,11.9,A,USD
5774,12.3,A,USD
5775,83.7,A,CNY
5776,13.8,A,USD
5777,10.5,A,EUR
5778,12.2,A,EUR
5779,12.8,A,EUR
5780,10.5,A,EUR
5781,88.1,A,CNY
5782,12.8,A,USD
5783,102.8,A,CNY
5784,11.9,A,USD
5785,13.4,A,USD
5786,14.9,A,USD
5787,11.6,A,EUR
5788,13,A,USD
5789,10.9,A,EUR
5790,12.6,A,USD
5791,12.7,A,USD
5792,13.2,A,USD
5793,13.4,A,USD
5794,11.6,A,EUR
5795,11.7,A,USD
5796,14.3,A,USD
5797,90.1,A,CNY
5798,12.9,A,USD
5799,12.8,A,EUR
5800,10.9,A,EUR
5801,13.5,A,USD
5802,11.8,A,USD
5803,12.1,A,EUR
5804,12.7,A,USD
5805,87.1,A,CNY
5806,12.7,A,EUR
5807,13.9,A,USD
5808,12.1,A,USD
5809,11.2,A,EUR
5810,10.8,A,EUR
5811,78.1,A,CNY
5812,13,A,USD
5813,10.4,A,EUR
5814,15,A,USD
5815,12.2,A,USD
5816,71.2,A,CNY
5817,93.2,A,CNY
5818,90.1,A,CNY
5819,11.4,A,EUR
5820,85.8,A,CNY
5821,74.2,A,CNY
5822,11.4,A,EUR
5823,13.6,A,USD
5824,11.7,A,USD
5825,13.1,A,USD
5826,88.6,A,CNY
5827,12.2,A,USD
5828,62.8,A,CNY
5829,98,A,CNY
5830,12.4,A,EUR
5831,13.2,A,USD
5832,86.4,A,CNY
5833,103.5,A,CNY
5834,11.5,A,EUR
5835,11.9,A,EUR
5836,13.1,A,USD
5837,11.5,A,EUR
5838,12.6,A,USD
5839,91.9,A,CNY
5840,14.5,A,USD
5841,14.7,A,USD
5842,13.6,A,USD
5843,86.4,A,CNY
5844,13.2,A,USD
5845,11.8,A,USD
5846,12.6,A,USD
5847,91.7,A,CNY
5848,14.3,A,USD
5849,86.4,A,CNY
5850,12.9,A,USD
5851,81,A,CNY
5852,95.5,A,CNY
5853,12.4,A,EUR
5854,92.3,A,CNY
5855,12,A,USD
5856,11.6,A,USD
5857,11.4,A,USD
5858,13.1,A,USD
5859,12.9,A,USD
5860,109.7,A,CNY
5861,13.8,A,EUR
5862,10.8,A,EUR
5863,11.3,A,USD
5864,14.4,A,USD
5865,12.5,A,USD
5866,13.4,A,USD
5867,14.6,A,USD
5868,13.4,A,USD
5869,79.3,A,CNY
5870,65.9,A,CNY
5871,11,A,USD
5872,14,A,USD
5873,12,A,USD
5874,12,A,USD
5875,13.6,A,USD
5876,13.8,A,USD
5877,12.1,A,USD
5878,86.1,A,CNY
5879,81.2,A,CNY
5880,14.1,A,USD
5881,12.6,A,USD
5882,90.1,A,CNY
5883,13,A,USD
5884,13.1,A,USD
5885,90,A,CNY
5886,11.7,A,EUR
5887,13.5,A,USD
5888,99.1,A,CNY
5889,12.4,A,USD
5890,11.6,A,USD
5891,108.1,A,CNY
5892,13,A,USD
5893,91.8,A,CNY
5894,12.6,A,EUR
5895,13.1,A,USD
5896,12.5,A,USD
5897,12.6,A,USD
5898,12.1,A,USD
5899,13.1,A,USD
5900,14.1,A,USD
5901,94.5,A,CNY
5902,77.8,A,CNY
5903,11.6,A,USD
5904,12.4,A,USD
5905,10.9,A,USD
5906,13.3,A,USD
5907,84.9,A,CNY
5908,12.1,A,USD
5909,91.6,A,CNY
5910,14,A,USD
5911,12.2,A,USD
5912,13.7,A,USD
5913,12.3,A,USD
5914,12.6,A,USD
5915,14.5,A,USD
5916,14,A,USD
5917,14.1,A,EUR
5918,101.5,A,CNY
5919,14.7,A,USD
5920,72,A,CNY
5921,13.5,A,USD
5922,92.1,A,CNY
5923,14.2,A,USD
5924,13.2,A,USD
5925,13,A,USD
5926,13.4,A,EUR
5927,11,A,EUR
5928,90.2,A,CNY
5929,13.7,A,EUR
5930,88.5,A,CNY
5931,82.8,A,CNY
5932,13.1,A,EUR
5933,14.5,A,USD
5934,76.6,A,CNY
5935,13.3,A,USD
5936,13.3,A,USD
5937,10.9,A,EUR
5938,14,A,USD
5939,12.5,A,USD
5940,10.6,A,USD
5941,95.5,A,CNY
5942,12.1,A,EUR
5943,13.6,A,USD
5944,11.3,A,EUR
5945,12.1,A,USD
5946,96.6,A,CNY
5947,11.7,A,EUR
5948,87.1,A,CNY
5949,99.4,A,CNY
5950,12.4,A,USD
5951,13.8,A,USD
5952,90.5,A,CNY
5953,12.2,A,USD
5954,12.9,A,USD
5955,13.4,A,USD
5956,75.1,A,CNY
5957,11.5,A,USD
5958,75.6,A,CNY
5959,11.6,A,USD
5960,14,A,USD
5961,11.1,A,EUR
5962,13.4,A,USD
5963,10.6,A,EUR
5964,12,A,USD
5965,15,A,USD
5966,10.7,A,EUR
5967,13.9,A,USD
5968,94.4,A,CNY
5969,86.9,A,CNY
5970,13.4,A,USD
5971,12,A,USD
5972,76.6,A,CNY
5973,11.8,A,EUR
5974,73.1,A,CNY
5975,11.8,A,EUR
5976,13,A,USD
5977,11.3,A,USD
5978,13.1,A,USD
5979,96.1,A,CNY
5980,12.1,A,USD
5981,13.4,A,USD
5982,13.2,A,USD
5983,12.1,A,USD
5984,94.9,A,CNY
5985,8.5,A,EUR
5986,11.6,A,USD
5987,111.8,A,CNY
5988,15.5,A,USD
5989,10.9,A,USD
5990,13.4,A,USD
5991,11.2,A,USD
5992,12.5,A,USD
5993,11.4,A,EUR
5994,10.3,A,EUR
5995,86.5,A,CNY
5996,102,A,CNY
5997,11.2,A,EUR
5998,13.1,A,USD
5999,75.3,A,CNY
6000,11.1,A,EUR
6001,13.4,A,USD
6002,11.1,A,EUR
6003,13.4,A,USD
6004,104.6,A,CNY
6005,13.7,A,USD
6006,14.7,A,USD
6007,84.9,A,CNY
6008,11.3,A,USD
6009,83.1,A,CNY
6010,11.9,A,USD
6011,15.8,A,USD
6012,12.3,A,USD
6013,12.8,A,USD
6014,97.2,A,CNY
6015,85.6,A,CNY
6016,77.8,A,CNY
6017,13.7,A,USD
6018,13,A,USD
6019,11.7,A,EUR
6020,12.1,A,USD
6021,17.2,A,USD
6022,90.2,A,CNY
6023,14.6,A,USD
6024,10.7,A,EUR
6025,13.1,A,USD
6026,70.9,A,CNY
6027,12.3,A,USD
6028,102.6,A,CNY
6029,74.1,A,CNY
6030,76.6,A,CNY
6031,102.5,A,CNY
6032,13.4,A,USD
6033,12.8,A,USD
6034,84.5,A,CNY
6035,12.1,A,USD
6036,95.3,A,CNY
6037,97.5,A,CNY
6038,11.9,A,EUR
6039,11.7,A,USD
6040,13.4,A,USD
6041,10.6,A,EUR
6042,13.7,A,USD
6043,10.4,A,EUR
6044,12.3,A,USD
6045,13.3,A,USD
6046,12.5,A,USD
6047,10.6,A,EUR
6048,105.1,A,CNY
6049,82.4,A,CNY
6050,12.6,A,USD
6051,13.8,A,USD
6052,78.4,A,CNY
6053,81.8,A,CNY
6054,13.8,A,USD
6055,12,A,EUR
6056,12.4,A,EUR
6057,80.3,A,CNY
6058,14.9,A,USD
6059,12.3,A,USD
6060,14,A,EUR
6061,12,A,EUR
6062,12.8,A,USD
6063,12.1,A,USD
6064,83.5,A,CNY
6065,13.1,A,EUR
6066,13.7,A,USD
6067,14.1,A,USD
6068,9.6,A,EUR
6069,10.1,A,EUR
6070,14,A,USD
6071,116.3,A,CNY
6072,14.5,A,USD
6073,11.7,A,USD
6074,13.6,A,USD
6075,14.7,A,USD
6076,13.6,A,USD
6077,13.1,A,USD
6078,11.7,A,USD
6079,12.4,A,USD
6080,12.3,A,EUR
6081,14.6,A,USD
6082,13.2,A,USD
6083,80.8,A,CNY
6084,13.8,A,USD
6085,13.2,A,USD
6086,89.3,A,CNY
6087,10.5,A,EUR
6088,93.4,A,CNY
6089,11,A,EUR
6090,15.7,A,EUR
6091,14.1,A,USD
6092,12.6,A,USD
6093,84.8,A,CNY
6094,13.4,A,EUR
6095,13.8,A,USD
6096,12.2,A,USD
6097,13.1,A,USD
6098,13.4,A,USD
6099,11.2,A,USD
6100,12.2,A,USD
6101,12.8,A,USD
6102,13.4,A,USD
6103,88.5,A,CNY
6104,10,A,EUR
6105,11.2,A,EUR
6106,94.1,A,CNY
6107,96.6,A,CNY
6108,12.4,A,EUR
6109,13.3,A,USD
6110,11.9,A,EUR
6111,10.5,A,EUR
6112,13.2,A,USD
6113,13.4,A,USD
6114,15.2,A,USD
6115,13.2,A,USD
6116,80,A,CNY
6117,12.7,A,EUR
6118,11.2,A,USD
6119,10.9,A,EUR
6120,11.5,A,EUR
6121,13.5,A,USD
6122,69.7,A,CNY
6123,16,A,USD
6124,13.7,A,USD
6125,12.6,A,EUR
6126,11.9,A,USD
6127,11.7,A,USD
6128,89.9,A,CNY
6129,14,A,USD
6130,10.9,A,EUR
6131,85.5,A,CNY
6132,93.1,A,CNY
6133,12.5,A,USD
6134,72.7,A,CNY
6135,9.5,A,USD
6136,11.9,A,USD
6137,12.9,A,USD
6138,12.6,A,USD
6139,88.8,A,CNY
6140,14,A,USD
6141,13,A,USD
6142,12.8,A,USD
6143,12.2,A,EUR
6144,90.4,A,CNY
6145,94.5,A,CNY
6146,13.9,A,EUR
6147,12.8,A,USD
6148,16.6,A,USD
6149,10.2,A,USD
6150,13.2,A,EUR
6151,12.3,A,EUR
6152,14.2,A,USD
6153,13.4,A,USD
6154,15.2,A,USD
6155,11.8,A,EUR
6156,79.6,A,CNY
6157,11,A,EUR
6158,89.3,A,CNY
6159,13.3,A,USD
6160,15.5,A,USD
6161,10.7,A,USD
6162,12.4,A,USD
6163,12.1,A,USD
6164,11.4,A,USD
6165,12.8,A,EUR
6166,76.4,A,CNY
6167,76.4,A,CNY
6168,102.2,A,CNY
6169,12.1,A,EUR
6170,13.1,A,EUR
6171,100.1,A,CNY
6172,84.1,A,CNY
6173,13.5,A,USD
6174,13.2,A,USD
6175,14.4,A,USD
6176,12.1,A,USD
6177,11.6,A,USD
6178,13.8,A,USD
6179,14.5,A,USD
6180,14.1,A,USD
6181,92.3,A,CNY
6182,10.9,A,USD
6183,13.7,A,USD
6184,11.4,A,USD
6185,10.1,A,EUR
6186,13.8,A,USD
6187,13.1,A,EUR
6188,11.4,A,EUR
6189,12,A,EUR
6190,13.8,A,USD
6191,105,A,CNY
6192,12.3,A,EUR
6193,11.8,A,EUR
6194,74.6,A,CNY
6195,12,A,EUR
6196,13.9,A,USD
6197,10.7,A,EUR
6198,80.9,A,CNY
6199,80.4,A,CNY
6200,13.2,A,USD
6201,95.6,A,CNY
6202,12.9,A,USD
6203,13.6,A,USD
6204,12.6,A,EUR
6205,11.1,A,USD
6206,96.2,A,CNY
6207,95.6,A,CNY
6208,12.3,A,EUR
6209,12.8,A,USD
6210,85.2,A,CNY
6211,11.9,A,EUR
6212,11.8,A,USD
6213,14.6,A,USD
6214,13.2,A,USD
6215,12.5,A,USD
6216,11.3,A,EUR
6217,14.1,A,USD
6218,10.8,A,USD
6219,11.9,A,EUR
6220,12,A,USD
6221,10.3,A,EUR
6222,10.4,A,EUR
6223,15.7,A,USD
6224,76.2,A,CNY
6225,11.9,A,EUR
6226,77.2,A,CNY
6227,12.7,A,EUR
6228,88.7,A,CNY
6229,13.4,A,USD
6230,83.6,A,CNY
6231,100.2,A,CNY
6232,13.6,A,USD
6233,13.5,A,EUR
6234,15.6,A,USD
6235,14,A,USD
6236,14.9,A,USD
6237,15.7,A,USD
6238,13.2,A,USD
6239,97.7,A,CNY
6240,12.2,A,USD
6241,12.9,A,USD
6242,77.7,A,CNY
6243,12.1,A,EUR
6244,14,A,USD
6245,10.2,A,EUR
6246,12.6,A,USD
6247,89,A,CNY
6248,13.3,A,USD
6249,96.9,A,CNY
6250,13.7,A,USD
6251,12.4,A,USD
6252,13.1,A,USD
6253,12.6,A,USD
6254,13.6,A,USD
6255,10.6,A,EUR
6256,13.4,A,USD
6257,12.1,A,USD
6258,89.1,A,CNY
6259,77.5,A,CNY
6260,11.6,A,USD
6261,13.5,A,EUR
6262,13.6,A,USD
6263,12.2,A,USD
6264,11.1,A,USD
6265,14.3,A,USD
6266,92,A,CNY
6267,11.7,A,USD
6268,83.3,A,CNY
6269,10.5,A,EUR
6270,14.1,A,USD
6271,69.3,A,CNY
6272,14.6,A,USD
6273,14.2,A,USD
6274,10.5,A,EUR
6275,12.5,A,USD
6276,12.6,A,USD
6277,12.4,A,EUR
6278,94.6,A,CNY
6279,13.6,A,USD
6280,11.7,A,EUR
6281,13.3,A,USD
6282,14.2,A,USD
6283,13.6,A,USD
6284,12.8,A,EUR
6285,12.6,A,EUR
6286,10.1,A,USD
6287,14.8,A,USD
6288,12.6,A,USD
6289,13.5,A,USD
6290,12.6,A,USD
6291,9,A,EUR
6292,12.3,A,USD
6293,16.9,A,USD
6294,15.2,A,USD
6295,15.1,A,USD
6296,14.1,A,USD
6297,92.1,A,CNY
6298,87.3,A,CNY
6299,15.2,A,USD
6300,12.4,A,EUR
6301,13.2,A,EUR
6302,11.2,A,EUR
6303,11.9,A,USD
6304,11.9,A,EUR
6305,90.2,A,CNY
6306,77.5,A,CNY
6307,12.9,A,EUR
6308,66.9,A,CNY
6309,13.5,A,USD
6310,11.5,A,USD
6311,13.8,A,USD
6312,12.2,A,USD
6313,87.7,A,CNY
6314,13.5,A,USD
6315,84.7,A,CNY
6316,78.9,A,CNY
6317,12.4,A,USD
6318,97.7,A,CNY
6319,11.7,A,USD
6320,14.7,A,USD
6321,12.8,A,USD
6322,11.3,A,USD
6323,11.9,A,EUR
6324,12.4,A,USD
6325,13,A,USD
6326,12.7,A,USD
6327,13.4,A,USD
6328,12.9,A,USD
6329,12.5,A,EUR
6330,81.7,A,CNY
6331,10.7,A,USD
6332,11.4,A,EUR
6333,12.6,A,USD
6334,14.8,A,USD
6335,85.6,A,CNY
6336,13.7,A,USD
6337,13.3,A,USD
6338,13.5,A,USD
6339,13.6,A,USD
6340,13.1,A,USD
6341,14.2,A,USD
6342,89.3,A,CNY
6343,12.8,A,EUR
6344,12.8,A,USD
6345,86.1,A,CNY
6346,79.1,A,CNY
6347,11.2,A,EUR
6348,84.3,A,CNY
6349,88.1,A,CNY
6350,13.3,A,USD
6351,13.2,A,USD
6352,102.5,A,CNY
6353,15.1,A,USD
6354,86.3,A,CNY
6355,10.3,A,EUR
6356,13.8,A,USD
6357,12.5,A,USD
6358,11.8,A,EUR
6359,11.8,A,USD
6360,11.9,A,USD
6361,94.9,A,CNY
6362,14.7,A,USD
6363,11,A,EUR
6364,12,A,USD
6365,12.7,A,USD
6366,98.4,A,CNY
6367,11.2,A,EUR
6368,13.7,A,USD
6369,10,A,EUR
6370,13.5,A,EUR
6371,11.9,A,EUR
6372,12.6,A,USD
6373,13.7,A,USD
6374,10.2,A,EUR
6375,88,A,CNY
6376,14.4,A,USD
6377,13.4,A,USD
6378,12,A,USD
6379,10.6,A,EUR
6380,81.5,A,CNY
6381,13.6,A,USD
6382,11.5,A,USD
6383,11.9,A,USD
6384,12.9,A,USD
6385,12.4,A,USD
6386,85.4,A,CNY
6387,10.8,A,EUR
6388,14.1,A,USD
6389,11.4,A,EUR
6390,12.6,A,EUR
6391,12.4,A,USD
6392,11.2,A,EUR
6393,12.4,A,EUR
6394,80.8,A,CNY
6395,74.9,A,CNY
6396,86.4,A,CNY
6397,11.8,A,EUR
6398,13.5,A,USD
6399,14.3,A,USD
6400,10.9,A,USD
6401,12.4,A,USD
6402,11.2,A,EUR
6403,12.3,A,USD
6404,11.5,A,USD
6405,11.8,A,USD
6406,14.7,A,USD
6407,12.9,A,USD
6408,9.7,A,EUR
6409,92.3,A,CNY
6410,96.4,A,CNY
6411,13.6,A,USD
6412,85.7,A,CNY
6413,96.3,A,CNY
6414,82.3,A,CNY
6415,83.9,A,CNY
6416,13.8,A,USD
6417,14.1,A,USD
6418,11.9,A,EUR
6419,9.7,A,EUR
6420,14.8,A,USD
6421,11.4,A,EUR
6422,14.2,A,USD
6423,11.4,A,EUR
6424,84.6,A,CNY
6425,11.1,A,USD
6426,89.1,A,CNY
6427,12.3,A,EUR
6428,94.1,A,CNY
6429,13.1,A,USD
6430,14.7,A,USD
6431,93,A,CNY
6432,97.6,A,CNY
6433,85.4,A,CNY
6434,11.4,A,USD
6435,85.5,A,CNY
6436,13.5,A,USD
6437,14,A,USD
6438,13,A,EUR
6439,11.7,A,USD
6440,90.2,A,CNY
6441,11.4,A,USD
6442,103.2,A,CNY
6443,13.6,A,USD
6444,13.3,A,USD
6445,76.3,A,CNY
6446,13.2,A,USD
6447,12.4,A,EUR
6448,12.6,A,USD
6449,13.8,A,USD
6450,12.9,A,USD
6451,12.7,A,EUR
6452,10.9,A,EUR
6453,13.1,A,USD
6454,9.5,A,EUR
6455,100.3,A,CNY
6456,12.4,A,USD
6457,10,A,EUR
6458,13.4,A,EUR
6459,81.5,A,CNY
6460,78.8,A,CNY
6461,12.7,A,USD
6462,14.2,A,USD
6463,87.5,A,CNY
6464,12.6,A,USD
6465,13.7,A,USD
6466,91.3,A,CNY
6467,14,A,EUR
6468,11.4,A,USD
6469,12.8,A,USD
6470,89.2,A,CNY
6471,12.5,A,EUR
6472,12.6,A,USD
6473,12.6,A,EUR
6474,11.5,A,EUR
6475,13.1,A,USD
6476,12.3,A,EUR
6477,9.5,A,EUR
6478,12.8,A,EUR
6479,14.6,A,EUR
6480,85.2,A,CNY
6481,11.4,A,EUR
6482,85.2,A,CNY
6483,10.9,A,USD
6484,12.9,A,USD
6485,13.7,A,USD
6486,94.1,A,CNY
6487,75.8,A,CNY
6488,92.1,A,CNY
6489,13.8,A,EUR
6490,14.1,A,USD
6491,77.7,A,CNY
6492,13.2,A,USD
6493,12.6,A,USD
6494,14.3,A,USD
6495,12.3,A,USD
6496,11.9,A,EUR
6497,11.5,A,EUR
6498,13.6,A,USD
6499,94,A,CNY
6500,13.7,A,USD
6501,89.3,A,CNY
6502,11.3,A,USD
6503,11.8,A,EUR
6504,10.4,A,EUR
6505,9.7,A,EUR
6506,11.2,A,EUR
6507,14,A,USD
6508,9.5,A,EUR
6509,12.5,A,USD
6510,13.7,A,USD
6511,12.7,A,USD
6512,94.6,A,CNY
6513,80.8,A,CNY
6514,89.5,A,CNY
6515,11.7,A,EUR
6516,87.8,A,CNY
6517,10.6,A,USD
6518,13.5,A,EUR
6519,87.9,A,CNY
6520,94.7,A,CNY
6521,97.1,A,CNY
6522,14.4,A,USD
6523,11.7,A,EUR
6524,11.2,A,EUR
6525,11.6,A,USD
6526,88.5,A,CNY
6527,98.5,A,CNY
6528,12.3,A,USD
6529,13.3,A,USD
6530,14.2,A,USD
6531,11.3,A,EUR
6532,13.2,A,EUR
6533,13.5,A,USD
6534,14.1,A,USD
6535,14.6,A,USD
6536,85,A,CNY
6537,76,A,CNY
6538,13.9,A,USD
6539,91.8,A,CNY
6540,12.5,A,EUR
6541,11.8,A,EUR
6542,15.3,A,USD
6543,11.4,A,EUR
6544,13.9,A,USD
6545,13.8,A,USD
6546,13.4,A,USD
6547,13.8,A,USD
6548,13.6,A,EUR
6549,13.7,A,USD
6550,11.6,A,EUR
6551,13,A,USD
6552,15.3,A,EUR
6553,13.9,A,USD
6554,12.2,A,USD
6555,105.7,A,CNY
6556,13.5,A,USD
6557,13.2,A,USD
6558,81.2,A,CNY
6559,12.1,A,USD
6560,11.8,A,USD
6561,94.5,A,CNY
6562,98.3,A,CNY
6563,12.4,A,USD
6564,89.8,A,CNY
6565,13.2,A,USD
6566,75.3,A,CNY
6567,13.5,A,USD
6568,13,A,USD
6569,12.3,A,EUR
6570,87,A,CNY
6571,11.3,A,USD
6572,13.4,A,USD
6573,14.1,A,USD
6574,14.2,A,USD
6575,104,A,CNY
6576,13.8,A,USD
6577,12.3,A,EUR
6578,13.7,A,USD
6579,12.3,A,USD
6580,11.2,A,EUR
6581,8.2,A,EUR
6582,13,A,USD
6583,13,A,USD
6584,97.9,A,CNY
6585,12.4,A,EUR
6586,12.9,A,USD
6587,89.9,A,CNY
6588,13.7,A,USD
6589,12.8,A,EUR
6590,14,A,EUR
6591,12.8,A,EUR
6592,10.8,A,EUR
6593,12.1,A,USD
6594,10.7,A,EUR
6595,13.7,A,USD
6596,10.6,A,EUR
6597,13.3,A,USD
6598,94.5,A,CNY
6599,101.4,A,CNY
6600,12.9,A,USD
6601,13.1,A,EUR
6602,13.2,A,USD
6603,9.9,A,USD
6604,13.6,A,USD
6605,93.8,A,CNY
6606,14,A,USD
6607,12.3,A,USD
6608,13.2,A,USD
6609,15.2,A,USD
6610,89.4,A,CNY
6611,13.5,A,EUR
6612,10.9,A,USD
6613,15,A,USD
6614,14.7,A,EUR
6615,11,A,USD
6616,13.9,A,USD
6617,12,A,USD
6618,11.2,A,USD
6619,11.4,A,USD
6620,13.2,A,USD
6621,100.9,A,CNY
6622,82,A,CNY
6623,13.7,A,EUR
6624,12.6,A,USD
6625,10,A,EUR
6626,12.9,A,USD
6627,12.3,A,USD
6628,12.3,A,USD
6629,88.1,A,CNY
6630,12.9,A,USD
6631,13.1,A,USD
6632,10.8,A,USD
6633,13.4,A,USD
6634,12.7,A,USD
6635,13.9,A,USD
6636,12.9,A,USD
6637,13.8,A,USD
6638,13.7,A,USD
6639,12.7,A,USD
6640,13.1,A,USD
6641,92.7,A,CNY
6642,92.2,A,CNY
6643,94.7,A,CNY
6644,13.2,A,EUR
6645,91.8,A,CNY
6646,11.3,A,USD
6647,11.9,A,EUR
6648,11.8,A,USD
6649,10.1,A,EUR
6650,13.9,A,EUR
6651,81.8,A,CNY
6652,11.9,A,USD
6653,108.6,A,CNY
6654,95.3,A,CNY
6655,81,A,CNY
6656,102,A,CNY
6657,14.7,A,USD
6658,13.5,A,USD
6659,11.9,A,EUR
6660,13.9,A,USD
6661,13.3,A,USD
6662,11.2,A,USD
6663,11.3,A,EUR
6664,11.5,A,USD
6665,13,A,USD
6666,12.4,A,EUR
6667,82.5,A,CNY
6668,88.6,A,CNY
6669,14.1,A,EUR
6670,11.4,A,USD
6671,10.9,A,USD
6672,14.1,A,USD
6673,12.4,A,USD
6674,10.5,A,EUR
6675,89.2,A,CNY
6676,97.7,A,CNY
6677,12.5,A,USD
6678,13.3,A,USD
6679,10.8,A,EUR
6680,11.6,A,USD
6681,13.6,A,EUR
6682,74.9,A,CNY
6683,10.6,A,EUR
6684,10.7,A,EUR
6685,84.6,A,CNY
6686,14.1,A,USD
6687,14.2,A,USD
6688,12.4,A,USD
6689,91,A,CNY
6690,85.7,A,CNY
6691,11.8,A,EUR
6692,12.6,A,EUR
6693,82.4,A,CNY
6694,12.1,A,USD
6695,13.7,A,EUR
6696,14,A,USD
6697,12,A,USD
6698,11.7,A,USD
6699,10,A,EUR
6700,11.3,A,USD
6701,85.7,A,CNY
6702,10.7,A,USD
6703,13.9,A,USD
6704,11.7,A,USD
6705,13.8,A,USD
6706,11.3,A,EUR
6707,11.3,A,EUR
6708,11.7,A,EUR
6709,13.1,A,EUR
6710,12,A,USD
6711,92.7,A,CNY
6712,15.4,A,USD
6713,78.8,A,CNY
6714,12.9,A,EUR
6715,14.3,A,USD
6716,14.4,A,USD
6717,103.8,A,CNY
6718,80.9,A,CNY
6719,13.6,A,EUR
6720,13.3,A,USD
6721,81,A,CNY
6722,92.5,A,CNY
6723,12.2,A,EUR
6724,14,A,USD
6725,87.7,A,CNY
6726,84.1,A,CNY
6727,13,A,USD
6728,12.1,A,EUR
6729,12.1,A,EUR
6730,107,A,CNY
6731,12.2,A,USD
6732,99.4,A,CNY
6733,16.2,A,USD
6734,11.9,A,USD
6735,12.1,A,EUR
6736,16.1,A,USD
6737,13,A,USD
6738,11.3,A,EUR
6739,12.2,A,USD
6740,12.3,A,EUR
6741,86.7,A,CNY
6742,87,A,CNY
6743,10.4,A,EUR
6744,12.6,A,USD
6745,11.1,A,EUR
6746,12,A,USD
6747,10.5,A,EUR
6748,14.6,A,USD
6749,11.6,A,USD
6750,72.9,A,CNY
6751,87.1,A,CNY
6752,11.9,A,USD
6753,11.5,A,EUR
6754,13.2,A,EUR
6755,12.6,A,EUR
6756,88.8,A,CNY
6757,11.7,A,USD
6758,92.6,A,CNY
6759,10.9,A,EUR
6760,11.4,A,EUR
6761,13.4,A,USD
6762,14.1,A,USD
6763,13.8,A,USD
6764,94.2,A,CNY
6765,12.3,A,USD
6766,10.2,A,USD
6767,11.9,A,USD
6768,13.5,A,USD
6769,11.5,A,EUR
6770,10.4,A,EUR
6771,9.3,A,EUR
6772,90,A,CNY
6773,10.4,A,EUR
6774,13.7,A,USD
6775,73.4,A,CNY
6776,84.6,A,CNY
6777,13.4,A,USD
6778,91.9,A,CNY
6779,94.1,A,CNY
6780,86.5,A,CNY
6781,13.6,A,USD
6782,12.1,A,USD
6783,12.6,A,USD
6784,14.7,A,USD
6785,12.7,A,USD
6786,84.3,A,CNY
6787,11.1,A,EUR
6788,11.6,A,EUR
6789,14.2,A,USD
6790,12.6,A,USD
6791,11.2,A,USD
6792,14.6,A,USD
6793,11.2,A,USD
6794,12.8,A,USD
6795,10.1,A,EUR
6796,81.6,A,CNY
6797,10.9,A,USD
6798,11,A,EUR
6799,96.3,A,CNY
6800,11.2,A,EUR
6801,76.1,A,CNY
6802,11.3,A,EUR
6803,10.8,A,USD
6804,12.1,A,USD
6805,10.2,A,EUR
6806,10.5,A,EUR
6807,13.6,A,USD
6808,10.5,A,USD
6809,12.9,A,USD
6810,13.4,A,USD
6811,11.5,A,USD
6812,13,A,EUR
6813,11.5,A,EUR
6814,84,A,CNY
6815,10.4,A,EUR
6816,11.6,A,USD
6817,13,A,USD
6818,98,A,CNY
6819,12.1,A,USD
6820,11.3,A,EUR
6821,10.9,A,EUR
6822,11.5,A,USD
6823,76.4,A,CNY
6824,11.9,A,USD
6825,13.3,A,USD
6826,13.2,A,EUR
6827,10.8,A,EUR
6828,12.2,A,EUR
6829,11.5,A,EUR
6830,13.8,A,USD
6831,9.3,A,EUR
6832,13,A,EUR
6833,11.2,A,USD
6834,11.6,A,EUR
6835,12.1,A,EUR
6836,12.2,A,USD
6837,13.3,A,EUR
6838,12.2,A,USD
6839,13,A,EUR
6840,13.8,A,USD
6841,14.5,A,USD
6842,82.3,A,CNY
6843,14.6,A,USD
6844,10.6,A,USD
6845,13.7,A,USD
6846,12.6,A,USD
6847,89.2,A,CNY
6848,72.8,A,CNY
6849,12.6,A,USD
6850,11.6,A,EUR
6851,13.5,A,EUR
6852,74.4,A,CNY
6853,12.5,A,USD
6854,13.1,A,EUR
6855,11.2,A,USD
6856,13.9,A,USD
6857,13.1,A,USD
6858,81.5,A,CNY
6859,10.3,A,USD
6860,12,A,EUR
6861,12.1,A,USD
6862,12.4,A,USD
6863,11,A,EUR
6864,13.9,A,USD
6865,90.8,A,CNY
6866,11,A,EUR
6867,12.6,A,EUR
6868,12.7,A,USD
6869,12.2,A,EUR
6870,13.7,A,USD
6871,12.5,A,EUR
6872,12.5,A,USD
6873,14,A,USD
6874,12,A,USD
6875,12,A,USD
6876,10.8,A,EUR
6877,11.2,A,EUR
6878,13.5,A,USD
6879,12.5,A,USD
6880,9.9,A,USD
6881,14,A,USD
6882,81.3,A,CNY
6883,12,A,USD
6884,14.1,A,USD
6885,10.8,A,EUR
6886,10.5,A,USD
6887,14.1,A,USD
6888,10.9,A,EUR
6889,12.6,A,USD
6890,79.6,A,CNY
6891,13.7,A,USD
6892,14.9,A,USD
6893,11.5,A,EUR
6894,11.3,A,USD
6895,12.9,A,USD
6896,88.2,A,CNY
6897,11.9,A,USD
6898,81.3,A,CNY
6899,84.6,A,CNY
6900,12.8,A,USD
6901,12.2,A,USD
6902,12.5,A,USD
6903,16.7,A,USD
6904,10.9,A,EUR
